K2diss_Anhydrite,K2diss_Calcite,K2diss_Chlorite,K2diss_Dolomite,K2diss_Gibbsite,K2diss_Illite,K2diss_Kaolinite,K2diss_Microcline,K2diss_Quartz,K2diss_Smectite,Kppt_Anhydrite,Kppt_Calcite,Kppt_Chlorite,Kppt_Dolomite,Kppt_Gibbsite,Kppt_Illite,Kppt_Kaolinite,Kppt_Quartz,Kppt_Smectite,Kine_Anhydrite,Kine_Calcite,Kine_Chlorite,Kine_Dolomite,Kine_Gibbsite,Kine_Illite,Kine_Kaolinite,Kine_Microcline,Kine_Quartz,Kine_Smectite,%wgt_calcite,%wgt_chlorite
0.0543757563684,0.0001549,2.68424210526e-11,1.39799742105e-06,2.99559558947e-10,2.08433210526e-11,1.39146897368e-12,2.86641815789e-11,4.04234105263e-12,4.40575263158e-13,0.0105352631579,7.89494736842e-06,5.27263157895e-10,8.94747368421e-13,8.94747368421e-08,2.10605263158e-09,8.42821052632e-14,2.21503252632e-13,1E-012,87.6852421053,25.7966947368,6384.03557895,67.0557263158,103.245578947,10373.1103158,1.516,30.9540736842,15.4819368421,7979.66547368,0.0787110464622,0.0023518075606
0.0543757563684,0.0001549,2.68424210526e-11,1.39799742105e-06,2.99559558947e-10,2.08433210526e-11,1.39146897368e-12,2.86641815789e-11,4.04234105263e-12,4.40575263158e-13,0.0105352631579,7.89494736842e-06,5.27263157895e-10,8.94747368421e-13,8.94747368421e-08,7.36868421053e-09,8.42821052632e-14,2.21503252632e-13,1E-012,87.6852421053,25.7966947368,6384.03557895,67.0557263158,103.245578947,10373.1103158,1.516,30.9540736842,15.4819368421,7979.66547368,0.0787110464622,0.0023518075606
0.0543757563684,0.0001549,2.68424210526e-11,1.39799742105e-06,2.99559558947e-10,2.08433210526e-11,1.39146897368e-12,2.86641815789e-11,4.04234105263e-12,9.3e-13,0.0105352631579,7.89494736842e-06,5.27263157895e-10,8.94747368421e-13,8.94747368421e-08,7.36868421053e-09,8.42821052632e-14,2.21503252632e-13,1E-012,87.6852421053,25.7966947368,6384.03557895,67.0557263158,103.245578947,10373.1103158,1.516,30.9540736842,15.4819368421,7979.66547368,0.0787108534198,0.00235192980457
0.0543757563684,0.0001549,2.68424210526e-11,1.39799742105e-06,2.99559558947e-10,2.08433210526e-11,1.39146897368e-12,2.86641815789e-11,6.74256842105e-13,9.3e-13,0.0105352631579,7.89494736842e-06,5.27263157895e-10,8.94747368421e-13,8.94747368421e-08,7.36868421053e-09,8.42821052632e-14,2.21503252632e-13,1E-012,87.6852421053,25.7966947368,6384.03557895,67.0557263158,103.245578947,10373.1103158,1.516,30.9540736842,15.4819368421,7979.66547368,0.0787108362892,0.00235192958369
0.0543757563684,0.0001549,2.68424210526e-11,1.39799742105e-06,1.33155148421e-10,2.08433210526e-11,1.39146897368e-12,2.86641815789e-11,6.74256842105e-13,9.3e-13,0.0105352631579,7.89494736842e-06,5.27263157895e-10,8.94747368421e-13,8.94747368421e-08,7.36868421053e-09,8.42821052632e-14,2.21503252632e-13,1E-012,87.6852421053,25.7966947368,6384.03557895,67.0557263158,103.245578947,10373.1103158,1.516,30.9540736842,15.4819368421,7979.66547368,0.0787108362892,0.00235192958369
0.0543757563684,0.0001549,2.68424210526e-11,1.39799742105e-06,1.33155148421e-10,2.08433210526e-11,4.86848965789e-12,2.86641815789e-11,6.74256842105e-13,9.3e-13,0.0105352631579,7.89494736842e-06,5.27263157895e-10,8.94747368421e-13,8.94747368421e-08,7.36868421053e-09,8.42821052632e-14,2.21503252632e-13,1E-012,87.6852421053,25.7966947368,6384.03557895,67.0557263158,103.245578947,10373.1103158,1.516,30.9540736842,15.4819368421,7979.66547368,0.078710823815,0.00235192918251
0.0543757563684,0.0001549,2.68424210526e-11,1.39799742105e-06,1.33155148421e-10,2.08433210526e-11,4.86848965789e-12,2.86641815789e-11,6.74256842105e-13,9.3e-13,0.0105352631579,7.89494736842e-06,5.27263157895e-10,8.94747368421e-13,8.94747368421e-08,7.36868421053e-09,8.42821052632e-14,2.21503252632e-13,1E-012,87.6852421053,25.7966947368,6384.03557895,67.0557263158,618.983473684,10373.1103158,1.516,30.9540736842,15.4819368421,7979.66547368,0.0788492957256,0.00235256328072
0.0543757563684,0.0001549,2.68424210526e-11,1.39799742105e-06,1.33155148421e-10,2.08433210526e-11,4.86848965789e-12,2.86641815789e-11,6.74256842105e-13,9.3e-13,0.0105352631579,7.89494736842e-06,5.27263157895e-10,8.94747368421e-13,8.94747368421e-08,7.36868421053e-09,8.42821052632e-14,2.21503252632e-13,1E-012,87.6852421053,25.7966947368,6384.03557895,67.0557263158,618.983473684,10373.1103158,7979.66547368,30.9540736842,15.4819368421,7979.66547368,0.0803696233415,0.00235586059153
0.0543757563684,0.0001549,2.68424210526e-11,1.39799742105e-06,1.33155148421e-10,2.08433210526e-11,4.86848965789e-12,2.86641815789e-11,6.74256842105e-13,9.3e-13,0.0105352631579,7.89494736842e-06,5.27263157895e-10,8.94747368421e-13,8.94747368421e-08,7.36868421053e-09,8.42821052632e-14,2.21503252632e-13,1E-012,87.6852421053,25.7966947368,6384.03557895,67.0557263158,618.983473684,10373.1103158,7979.66547368,30.9540736842,15.4819368421,1.516,0.0763970763343,0.00235299629246
0.0543757563684,0.0001549,2.68424210526e-11,1.39799742105e-06,1.33155148421e-10,2.08433210526e-11,4.86848965789e-12,2.86641815789e-11,6.74256842105e-13,9.3e-13,0.0105352631579,7.89494736842e-06,5.27263157895e-10,8.94747368421e-13,3.68484210526e-08,7.36868421053e-09,8.42821052632e-14,2.21503252632e-13,1E-012,87.6852421053,25.7966947368,6384.03557895,67.0557263158,618.983473684,10373.1103158,7979.66547368,30.9540736842,15.4819368421,1.516,0.0763867135642,0.00235305961056
0.0543757563684,0.0001549,2.68424210526e-11,1.39799742105e-06,1.33155148421e-10,2.08433210526e-11,4.86848965789e-12,2.86641815789e-11,6.74256842105e-13,9.3e-13,0.0105352631579,7.89494736842e-06,5.27263157895e-10,8.94747368421e-13,3.68484210526e-08,7.36868421053e-09,8.42821052632e-14,2.21503252632e-13,1E-012,87.6852421053,25.7966947368,6384.03557895,67.0557263158,618.983473684,10373.1103158,7979.66547368,30.9540736842,67.0557263158,1.516,0.0763885043615,0.00235311517594
0.0543757563684,0.0001549,2.68424210526e-11,1.39799742105e-06,1.33155148421e-10,2.08433210526e-11,4.86848965789e-12,2.86641815789e-11,6.74256842105e-13,9.3e-13,0.0105352631579,7.89494736842e-06,5.27263157895e-10,8.94747368421e-13,3.68484210526e-08,7.36868421053e-09,8.42821052632e-14,2.21503252632e-13,1E-012,87.6852421053,77.3704842105,6384.03557895,67.0557263158,618.983473684,10373.1103158,7979.66547368,30.9540736842,67.0557263158,1.516,0.0768375237888,0.00235308969239
0.0543757563684,0.0001549,2.68424210526e-11,1.39799742105e-06,1.33155148421e-10,2.08433210526e-11,4.86848965789e-12,2.86641815789e-11,6.74256842105e-13,9.3e-13,0.0105352631579,7.89494736842e-06,5.78989473684e-09,8.94747368421e-13,3.68484210526e-08,7.36868421053e-09,8.42821052632e-14,2.21503252632e-13,1E-012,87.6852421053,77.3704842105,6384.03557895,67.0557263158,618.983473684,10373.1103158,7979.66547368,30.9540736842,67.0557263158,1.516,0.0768375237888,0.00235308969239
0.0543757563684,0.0001549,2.68424210526e-11,2.951e-06,1.33155148421e-10,2.08433210526e-11,4.86848965789e-12,2.86641815789e-11,6.74256842105e-13,9.3e-13,0.0105352631579,7.89494736842e-06,5.78989473684e-09,8.94747368421e-13,3.68484210526e-08,7.36868421053e-09,8.42821052632e-14,2.21503252632e-13,1E-012,87.6852421053,77.3704842105,6384.03557895,67.0557263158,618.983473684,10373.1103158,7979.66547368,30.9540736842,67.0557263158,1.516,0.077312381855,0.00235361287876
