K2diss_Anhydrite,K2diss_Calcite,K2diss_Chlorite,K2diss_Dolomite,K2diss_Illite,K2diss_Microcline,Kppt_Calcite,Kppt_Gibbsite,Kppt_Kaolinite,Kppt_Smectite,Kine_Anhydrite,Kine_Calcite,Kine_Chlorite,Kine_Dolomite,Kine_Gibbsite,Kine_Illite,Kine_Kaolinite,Kine_Microcline,Kine_Smectite,%wgt_calcite,%wgt_chlorite
0.032387165537,1.22598128266e-05,3.91680991974e-12,3.21532101667e-07,6.22713340374e-12,2.81065406308e-11,2.2970059338e-06,8.80015312147e-08,6.28676806696e-13,8.69853165443e-09,37.5756776179,37.0297523233,3811.39154335,69.3363277349,52.3466443196,12711.7130779,4666.65782733,6.548555073,10598.9006066,0.0744154188702,0.00923817298979
0.0535158866945,0.000124642389229,5.90919234864e-12,1.99489075302e-06,7.78760808665e-12,3.74002904963e-11,4.90103568159e-06,7.49957715643e-08,2.74417017319e-13,8.1306787958e-09,81.8753452825,78.9083430153,4423.596177,96.9758756451,67.337394647,9910.20643594,11582.3452688,91.3238837884,2145.35522946,0.0764767161481,0.00837782476554
0.0434913148866,7.41608452344e-05,2.22847887301e-11,2.71379350111e-06,5.09357517833e-12,2.75705249916e-11,1.20686587179e-06,3.60237247433e-08,9.4965311127e-14,3.41860908503e-09,15.4052306729,17.9987652476,11164.6899221,26.6301475425,429.647264078,8216.20641557,1194.77974364,53.9824527438,3457.40604668,0.0724559914794,0.00118893856361
0.0108970334724,0.000120111258205,1.39720936479e-11,7.25597235462e-07,2.70969615914e-11,2.23086515332e-11,9.22451414118e-06,7.09012068473e-08,5.00193317652e-13,3.55388236769e-09,10.7731495327,16.2058080446,11883.593344,35.0781809078,61.7172556163,9477.84252264,4094.2104813,71.4338756838,5583.47529822,0.0808444404041,0.00247449727008
0.0205844798952,0.000149993213003,2.82494486532e-11,5.96592079225e-07,2.8160105833e-11,2.00749215612e-11,1.25132486366e-06,6.12807255378e-08,5.23939359662e-13,4.1223413009e-09,71.8836618706,3.07569389164,1794.74819186,83.5460203556,409.00439834,6197.6565194,6820.84009831,93.8137502805,5557.50974694,0.0694404813012,0.00676938334905
0.0395843582267,8.29481476735e-05,2.01599675479e-11,1.85013905756e-07,1.96492812458e-11,1.65738006199e-11,2.95742928796e-06,1.69440980764e-09,6.41476256206e-13,7.01177666364e-09,59.4800593637,37.0122994335,10963.1602207,92.6284548675,665.85348674,2314.91645141,11969.6373782,7.63978259371,11239.6195921,0.0738140326798,0.00151787317876
0.00788050904405,2.93666571501e-05,9.1779550542e-12,1.98320812253e-06,4.20979120296e-12,3.54141085056e-11,2.40146019522e-06,7.68457897672e-08,7.99237123618e-13,3.64599430163e-09,0.0893131844516,33.520582992,9122.38417129,14.2006991139,415.573434185,7582.39515366,3521.17186287,5.91114070987,12547.7326531,0.0740018335882,0.00504990775582
0.0583615059896,1.90441323322e-05,2.35275714368e-11,2.49261793548e-06,1.63365713016e-12,2.42691165306e-11,9.27826142624e-06,1.06423550143e-08,2.65926621954e-13,7.11290226668e-09,14.8287775114,37.5820353599,1709.48049963,27.8961592383,250.030435406,3422.4230575,2523.81679976,2.0467977232,8927.76028821,0.0736597410799,0.00738482685512
0.0465803789991,3.57467438367e-05,1.30506434569e-11,2.77986123527e-06,1.88075520547e-11,3.00763507116e-11,9.93540649129e-06,2.85228255902e-08,6.10047949252e-13,8.24508074145e-09,80.2819499948,63.1891962389,3008.428686,64.2870364795,428.747859093,2490.07544721,5340.92003094,64.236913628,679.875696204,0.0757301941952,0.00746047511846
0.0517109565828,7.99854068026e-05,4.76536482148e-12,2.65249056306e-06,2.8847146604e-11,8.80560981734e-12,1.29873320318e-06,1.16729315408e-08,4.97364754122e-13,6.56878511255e-09,66.106034227,80.2485752348,12468.8978022,54.991646022,323.291323182,12982.3061758,9487.48288367,7.3074806403,8989.03214007,0.0842148577248,0.00629245456658
0.0357000452032,0.000146706622845,7.83848107609e-12,2.02312480139e-07,2.62813647565e-11,2.96073300992e-11,9.75093470788e-06,2.10798194657e-08,5.39441403113e-13,4.24169324321e-09,20.9097041836,58.7295397082,7264.44666596,97.4215873389,518.212985341,13958.1282303,4562.02965987,62.9523252704,1375.82042535,0.0817563525605,0.00644876639459
0.00301677254513,3.66488095321e-05,2.39802815062e-11,1.68157904262e-06,2.13711911148e-11,1.49198997391e-11,4.9780995022e-06,5.77542687119e-08,5.85135726424e-13,8.3301980523e-09,15.9026654046,39.2463978846,11109.9539671,5.54732147082,66.5821484234,276.308949899,11790.256119,52.569396325,4797.66301467,0.0710191856589,0.00101804639227
0.012804090862,7.96246481265e-05,1.85089816906e-11,1.41096899897e-06,2.82287682213e-11,2.89421702385e-11,4.1405760109e-06,1.78335109988e-08,3.58908978634e-13,5.26020675701e-09,3.1475257582,69.4647138507,7739.9049665,73.7462258654,489.369603701,5658.80918557,11951.4903404,42.7734565145,9707.38804482,0.0809272338564,0.00301411511168
0.0308173323443,5.8642474313e-05,1.45081234442e-11,5.0562158187e-08,9.37587296135e-13,2.13089819126e-11,3.31778989147e-06,6.92739593251e-08,6.52207477566e-13,3.59038311114e-09,0.276855911859,97.2169467039,11003.2515235,83.9302394033,918.887528592,14681.2806817,11359.5196129,29.7886356501,10854.428951,0.0696039904896,0.00259310243266
0.0406619964612,0.000154340269324,4.24844362627e-12,1.09403359847e-06,4.66977517017e-12,1.85810897118e-11,1.4408290639e-06,3.51336158332e-08,5.74241720156e-13,9.10874246569e-09,16.7732511404,9.45052092862,3904.44885269,10.4272300053,181.876103104,10367.3202906,864.877642169,79.6560353896,8118.91330789,0.0711670617818,0.00908974908406
0.021905940574,5.1879697163e-05,1.99728017325e-11,5.48537157049e-07,2.9619943527e-11,1.41277007584e-11,8.35190691304e-06,1.08241549035e-08,5.70943947177e-13,4.84768721009e-09,74.2232700254,39.9650117452,4417.5379602,33.0698996843,761.157588278,6763.1716496,14891.2869438,91.0072394235,7836.88700365,0.0786727987463,0.00488293410396
0.0545058996933,6.78567286218e-05,3.90641060158e-12,1.0543337351e-06,1.11373624834e-11,2.21588726329e-12,6.60162614754e-06,7.00815851923e-08,7.74721188275e-13,6.94258271174e-09,54.1351005724,68.0756499826,5366.38206004,4.25902103379,355.914728176,8453.3865363,8359.16755648,63.1227773206,14384.1544539,0.0717900543906,0.00876144792598
0.01180322493,2.54920440221e-08,1.39334561081e-11,4.45856677541e-08,1.29741815008e-11,2.70706831337e-11,1.02925710123e-06,1.13678894418e-08,4.6747782173e-13,9.69845430019e-09,9.94292963936,54.1818677743,9796.11371971,49.6372065743,249.910237558,12890.1842685,15102.853073,95.7278041198,12689.2579623,0.0841447109883,0.00320169677827
0.0583782966033,0.000111818094868,2.9016570492e-11,9.50689211843e-07,1.90287752964e-11,3.72353704948e-11,9.17325538114e-06,1.23176384068e-08,4.13710489748e-13,8.88939362505e-09,94.8897143237,13.4736130942,3396.06541857,59.9739763471,541.594845019,8511.48353819,11926.7277265,69.2007863694,13779.3343893,0.0794132950859,0.00445769234585
0.00824057785238,0.00014421212845,1.53599040843e-11,4.22864755627e-07,9.46691147936e-12,4.42268186563e-12,8.23546973816e-06,5.04334903852e-08,7.14122533683e-13,2.90394510486e-09,2.6490215329,81.3850476316,13104.3425866,20.3469617335,475.751877819,13192.6690106,7730.93466612,87.8753852878,11933.8678289,0.074838732626,0.00180871486958
0.0497501416517,6.46078883114e-05,2.35681540721e-11,2.30218806738e-06,1.79813892462e-11,2.08991891212e-12,9.33494089814e-06,3.15007444873e-08,6.83868115101e-13,1.61382474838e-09,55.7810320038,60.2656103356,10570.7540009,49.2337480419,680.856096675,3812.54988347,8787.62937398,47.8290429677,14983.8613319,0.078512094042,0.00118866588422
0.0138070844902,9.21313241435e-05,2.59013138521e-11,3.11989767929e-07,4.92656167332e-12,1.86651796608e-11,4.68264053018e-06,9.02443397329e-08,2.60151748273e-13,1.36830501793e-09,35.4541601331,75.1432100737,8706.71351164,46.322393485,531.412444768,8934.00964288,6428.48624703,33.1949167862,1457.5920422,0.0737369502488,0.00145889614044
0.059184966615,9.44825479187e-05,9.67309573905e-12,2.9756235259e-08,5.4064669295e-12,4.00842326313e-13,4.80342715412e-07,1.93167627987e-08,7.15665919069e-13,8.95182237703e-09,0.172766483679,1.77929978643,13626.4902378,65.1182139846,261.650704701,2903.59840563,8693.02434045,62.2816649745,12160.0741219,0.0542727621623,0.00330939754325
0.00905279071897,0.00013791830384,1.44189664522e-11,3.05470312841e-08,1.38351087302e-11,2.38454377562e-11,6.49760456547e-06,4.75013841731e-08,2.50963920269e-13,8.87538660112e-09,14.7093161329,50.3171933104,6320.39896287,60.2216589783,160.084396707,12651.5120208,13762.4073268,50.1877413821,2435.65267887,0.0698164585287,0.004745912798
0.0509579203898,3.31513961687e-05,2.85212785456e-11,2.73447815951e-06,2.69318184886e-11,1.92258054328e-11,7.63488180343e-06,7.31622010699e-08,1.03978817368e-13,1.98320485974e-09,85.9544884215,45.1411302286,14269.2250438,2.39887119509,725.969054464,5920.88680362,2983.03297547,48.2564105214,6921.26845916,0.0728341148392,0.000298307985199
0.0244839976453,1.58457374508e-05,1.14520849326e-11,2.26914789057e-06,2.91451996369e-11,1.50398288197e-12,9.83043524735e-06,1.81920295327e-08,7.48929371741e-13,8.83873495568e-09,68.9743696955,96.8301746536,14822.2608393,35.2305666602,26.6613021714,13418.1756819,1420.17956686,49.4826785215,13931.0207896,0.0866672030023,0.00240536221037
0.038926510677,6.7188707263e-05,1.6848572623e-11,2.16548549047e-06,2.41456834771e-11,2.07933613004e-11,7.80197947636e-07,4.37125735917e-08,8.43071124144e-14,7.1081428025e-09,11.989888,74.2949315049,2244.64035692,79.0577077283,184.571243647,12664.7445357,12771.7106635,14.548405208,13245.0317597,0.0807621301618,0.00761136313098
0.0164871606975,8.31835326697e-05,1.72538395063e-11,1.00374304054e-06,8.06244487808e-12,7.65064524572e-12,6.46120679742e-06,8.143654422e-08,7.258831935e-13,4.61558320676e-09,80.5129654984,96.5482983788,14290.9266526,0.877370058702,294.282995418,1041.93600397,12150.3916482,61.3375054708,11732.8518767,0.0617973941082,0.0012088939992
0.0195900410058,0.000103825884286,2.14393958133e-11,8.90205777229e-07,1.25386341142e-11,3.6423060939e-11,4.21851967484e-06,6.22305387281e-08,7.1949093919e-13,2.25697668074e-09,60.4986458376,18.2204654966,4058.17778008,10.3639672108,906.990208264,10825.6425162,4107.85253719,90.0845896581,14108.8140533,0.0746625906313,0.00492226295353
0.0367644031886,7.23938505462e-05,7.14908157441e-12,1.30124603051e-06,1.19783792945e-11,1.12780602373e-12,1.91063943044e-07,2.33831987888e-08,3.64944172259e-13,3.29635158395e-09,9.83973603685,8.05507075585,14001.3386861,28.1531188176,502.476863015,3970.37158644,7978.46118875,93.2411873474,9426.59545073,0.061838747409,0.00437334575131
0.0169187808405,1.3069305274e-05,8.39305502268e-12,1.9208518532e-06,2.67371342605e-12,1.25581282693e-11,7.1054292127e-06,2.18414272915e-08,5.71797744404e-13,5.26920924163e-09,11.1038918553,27.2166912858,9926.29247818,60.0970703158,94.4599303884,12415.1320391,3825.3701978,0.346886113867,12513.5925832,0.0758632385601,0.00507036294433
0.0458800311743,0.000135067134376,1.58965503312e-11,2.10513498289e-07,2.50579512962e-11,5.42024943137e-12,5.02445461641e-06,2.72186914743e-08,6.14802475132e-13,4.6389639777e-09,3.32103351344,67.6152005383,15021.4675673,63.2022406992,16.6700785722,7626.89182896,1724.00568543,94.0460230596,8674.43733558,0.0777626628689,0.00130527346213
0.0483561277073,0.000108801756782,1.36082201422e-11,8.66805248738e-07,2.58749979409e-12,9.40051640462e-12,7.79098384988e-06,1.96686179269e-08,3.48456863651e-13,9.30410316914e-12,90.3039447457,56.7081586625,12263.5402842,24.7309680758,730.944732442,4306.32468828,13239.1803428,61.3025605867,4753.03731933,0.0736427056074,0.00243633364718
0.0239099617105,9.91960013067e-05,2.01721258123e-11,1.00541979314e-06,1.79984703976e-11,2.55102915962e-11,6.82309793019e-06,8.05333622827e-08,6.33148782379e-13,8.45865733942e-09,57.879976942,73.991891994,6597.23593349,21.0186062557,104.04530276,6258.7902581,3819.98709471,30.2706766694,1182.89927997,0.077001787702,0.00328752570462
0.0136815350252,0.000127685888161,1.30633205247e-11,1.65969068988e-06,1.59201448028e-11,1.85423112429e-11,9.50768929163e-06,5.23997668225e-08,3.44960450187e-14,2.97440924386e-09,75.0931025974,9.15753211395,8013.64867533,17.4694327004,205.286554998,8556.56857089,1366.98482946,50.0704872805,3656.04860111,0.0764368350975,0.00421490115257
0.0613900056749,2.29209701299e-05,1.8033819191e-11,1.31713129367e-06,1.94634473058e-11,3.79944253941e-11,9.42561858587e-06,4.36475794614e-08,6.10710436648e-13,5.29517932469e-09,3.27838425923,94.931305766,3641.89471335,78.9259504763,461.088214557,10696.8181781,3879.28399502,46.3982468895,433.457022318,0.0815596779544,0.00595393047226
0.0571499008285,6.98477793028e-05,1.23034342574e-11,5.99429672874e-08,1.85808391629e-11,3.02693131644e-11,8.70323883227e-07,9.73156080756e-08,4.49391638052e-13,9.55961650951e-09,59.2043597724,13.8592617789,4455.07375127,9.75907900631,624.012579902,8542.30004663,7264.55511337,73.5625682442,13019.2171974,0.0618759117836,0.00649220322275
0.0414161910879,0.000116419706727,2.9626448745e-11,1.73566029373e-07,1.82241277755e-11,2.40977919408e-11,2.36109244071e-06,5.45269657714e-08,7.80879797664e-13,7.0629581865e-09,80.8101046971,14.1304612879,2980.8097867,36.9932017747,833.189377313,2126.09648784,9553.82114577,5.56495975191,4370.40542026,0.0708080027592,0.00484918922477
0.0550224475881,0.000153141817542,4.12365139424e-12,1.61932713963e-07,4.76120515834e-12,3.18328952609e-11,8.3048728348e-06,7.16552577374e-08,4.39332201283e-15,4.4266818678e-09,72.1093687332,90.1449402059,6293.3350729,94.7387025609,173.355937458,11621.5005806,4638.38756909,66.8801754388,12358.8422455,0.0734477852435,0.00837717835366
0.00464340952347,0.000130057643336,1.8798567045e-11,2.44180666535e-06,4.68677850975e-12,2.03691668508e-11,7.92979228602e-06,5.13609471112e-08,4.47971110452e-13,7.83201597906e-09,13.9330939782,73.4087500389,2042.22129762,62.7832266858,399.948231929,10317.043219,14642.5013322,83.7092908031,1484.7338907,0.0756920223189,0.00751818392938
0.0400142636385,0.000100973049326,2.3178973622e-11,1.0766688374e-06,1.71667065468e-11,1.04347946357e-11,8.03259354634e-06,4.61806222805e-08,3.74170393429e-13,5.78779902295e-10,82.7264475542,33.1340209569,8650.5859332,54.2780145758,192.794316695,14077.2335673,10963.0176556,97.4146141601,6631.67383544,0.0826625335564,0.00182996805059
0.0584245239332,0.000144826885404,7.69816665602e-12,1.9959616098e-07,2.24378379877e-11,1.03824905071e-11,1.5613649395e-06,3.14784278514e-09,4.40371447744e-13,9.64907759175e-09,68.8228904543,23.4195684811,12173.3319411,53.2545697808,622.774550532,11851.4529641,5911.11724765,31.2332701884,3405.38211893,0.0767194412082,0.00465855027809
0.0101580493837,1.23533740374e-05,1.42348222449e-11,2.77504274151e-06,3.13960658775e-11,2.61662208505e-11,6.98920427818e-06,8.52508823812e-08,8.91095338469e-14,7.4298031043e-09,88.6859040426,59.4342543602,9587.14116641,70.0713375497,275.489003343,9475.1637036,3117.29838868,88.5487835109,4209.39300585,0.0832590833457,0.00320683257291
0.0353760537554,1.82580527919e-05,2.68089458064e-11,1.71692591433e-06,1.75442558234e-11,3.08924843847e-11,3.64785172266e-06,5.34757634008e-08,4.50020075222e-13,7.47965615046e-10,73.138306642,78.867292852,3878.91213505,88.6740515845,373.310820051,12333.6207893,14247.0365995,2.22914003949,778.405638197,0.0825291200537,0.00425928977832
0.0620132610357,3.37640550455e-05,2.52552862461e-12,1.72568025568e-06,1.3991921131e-11,3.31727354682e-11,1.4318642362e-06,6.76780783429e-08,2.29568120745e-13,4.86908725118e-09,79.618685225,95.98001142,12236.3513175,71.2705489364,482.807003136,13970.499059,5981.35686232,78.0889012568,2630.81898858,0.0790409508948,0.00806281951897
0.0125312226953,3.63922037314e-05,1.023261675e-11,1.26554732251e-06,2.85419372366e-11,1.33421727404e-11,8.4690033552e-06,7.48307366339e-08,5.1848034353e-13,6.68515155239e-09,25.3549806748,28.5100048642,10069.7359167,75.4678572924,9.62109609415,9025.53051534,5014.38959275,81.2158894628,2080.17451045,0.083087961198,0.00429917571224
0.0343093247325,9.04358265075e-05,8.90359929093e-12,9.59529859689e-07,1.9551414963e-11,3.60842490415e-11,2.52579192037e-06,5.66681539365e-08,7.91590244501e-13,7.12669482802e-09,71.0642447822,4.61459895367,13989.0818202,53.2453774611,134.84173979,14443.6433803,9628.98326523,22.7510233657,8572.92477607,0.0769901383929,0.00355869373058
0.0230542025295,4.94938346001e-05,1.59367733946e-11,1.22177814763e-06,1.31057037298e-12,3.80611817671e-11,8.98637068505e-07,1.48952306113e-08,1.6635683259e-13,8.48730879601e-09,85.4060618869,42.7901301046,7560.20089894,63.3711793861,619.814683417,14951.0795325,4169.16011677,36.7644380283,10996.0523212,0.0737819139666,0.00365725787526
0.0214254191366,1.42061623093e-06,2.31629309517e-11,2.17133638493e-06,1.22489113703e-11,1.39079409035e-12,4.10903287439e-06,4.18032111472e-08,3.1640382662e-13,3.28150339355e-10,11.1601834075,83.067987789,9577.04061714,10.2483905041,660.061651503,6579.00914407,14855.6927127,55.5001337426,2712.63983487,0.0765925509151,0.00150955366065
0.0360296658938,5.15224142456e-05,2.58610142027e-11,1.54653377909e-06,3.25758146799e-11,2.40121329513e-11,5.69383808072e-06,3.6125130282e-08,2.47909629746e-13,7.34862033604e-09,59.5535356372,23.7694175771,9326.02959668,74.6656329462,610.450156919,13935.4530106,4675.67031585,63.8223394655,7489.78759781,0.0851896120431,0.00128603409156
0.0619625232983,7.68713119781e-05,1.3743052402e-11,1.25025110095e-06,2.98569549347e-11,2.03160541688e-11,5.04744346257e-06,8.89390739956e-08,4.6450158606e-13,1.1690256509e-09,82.7088855816,63.9460488787,5228.39114648,25.5625288614,945.991283012,4881.11127007,2997.08782415,22.0994815016,7179.48277243,0.0774495794236,0.00562368686263
0.0149505366819,0.000106307483555,2.92847264089e-11,1.56676392049e-06,4.40238309386e-12,8.69052852063e-13,3.32672444016e-06,6.5410240908e-09,1.28106242591e-13,6.26159385948e-09,2.55552227214,7.17692557252,1026.56568288,87.7717047546,606.890881884,5650.4972892,11855.9465383,80.2267923546,6745.27381243,0.0731647505166,0.00807618397283
0.0269396118086,0.000137153270861,6.96751929164e-12,1.38360721242e-06,4.7061986145e-12,2.46730191049e-11,5.23948355218e-06,3.47779497657e-08,3.15574754078e-13,1.20160395749e-09,37.117553753,90.0922847526,4428.5613599,93.6548596317,241.149406329,1191.5860494,4399.14411555,8.01024091363,7537.65129887,0.0736974550021,0.00801691111208
0.0424224574711,1.92845455059e-05,1.24802744802e-11,5.93941437687e-07,9.19981687507e-12,3.25369998937e-11,1.85292862133e-06,7.80944849335e-08,2.82806083992e-13,5.04053768742e-09,74.6974051448,67.8098384197,10708.3268421,8.87385487504,237.230489393,1762.93538161,10172.1167685,56.4044325627,7919.18848179,0.0702904749326,0.00325703840659
0.0411763036717,3.22316543405e-05,2.7992154574e-11,1.7068285487e-06,3.00823206392e-11,3.46478496375e-11,3.86008852704e-06,6.08410382941e-08,4.36778129362e-13,2.64424583466e-09,84.7368892445,93.5516383248,10986.0259258,6.05373124402,178.620208669,1308.71519961,7771.28095499,96.2779450458,3208.94610256,0.0722977115099,0.000710975340931
0.0531894917208,3.07124832464e-06,7.57174429168e-12,2.08776307357e-06,3.0018852377e-11,3.82553308751e-11,2.54356908336e-06,3.45283653086e-08,6.37647721526e-13,2.06591329553e-09,57.1584418433,42.5055777018,1727.6955947,31.7656533795,362.028741428,14091.6287891,7340.75413583,50.7643092445,13944.870342,0.0845584532624,0.00948535569373
0.0266762133877,9.9020021227e-05,1.06402403151e-11,8.87090748752e-08,5.64587841982e-12,3.48625679734e-11,6.90628036332e-06,7.6050530734e-08,7.90885618751e-13,3.00803874842e-09,4.25034262057,96.9198596044,8276.17338588,37.9550316078,8.19871430575,9056.14336944,5348.56005691,73.6556489499,14322.2894142,0.0699582696907,0.00485948590345
0.00112506849191,0.000110374024838,2.97280842818e-12,1.92755114434e-07,2.88384433371e-11,3.23558244939e-11,4.29735742089e-06,5.35658611107e-09,7.45542579943e-13,4.65521620587e-09,89.8588934641,39.3344237174,12056.2768216,41.2086073393,793.333613977,11105.6549729,8273.31908625,79.1944634534,2568.55121788,0.0776166370532,0.0077433028119
0.0330264563242,2.43230870239e-05,7.2194364739e-12,2.71120472423e-06,2.19630903578e-11,3.73208355261e-12,6.11557743956e-06,4.57690893971e-09,2.42435210133e-13,2.70674545387e-09,67.7102972137,37.9790777017,11078.1159732,29.2808019959,381.180365471,6938.46977561,12967.675412,64.7129881972,10675.2192435,0.079673616804,0.00524340632912
0.00709624458492,0.000150558553676,2.08386303028e-12,5.88639479227e-08,3.06207534904e-12,5.81398063444e-12,5.25266088668e-06,2.23404263297e-08,2.92022400882e-13,1.42369644051e-09,72.6772791212,72.7029364895,9932.93840591,90.9959110461,0.843637491211,5597.38926215,8213.25210593,31.0031951162,15130.8979935,0.0709302921358,0.00876030511448
0.00703067026607,9.09098559564e-05,1.47399017591e-11,1.01802083514e-06,8.90461468882e-12,3.12806803278e-11,6.42527000938e-06,3.575235496e-08,5.08009319915e-13,9.86290269876e-09,75.6831506651,50.4127188162,14334.989476,69.20466281,687.391475908,5606.79878175,570.233242488,40.9448739956,14488.6911433,0.0764916463711,0.00165313454089
0.0316792450755,0.00010456728774,1.1576210551e-11,2.35683290702e-06,2.5077943719e-11,1.98350741019e-11,4.38165544293e-06,4.52104681798e-08,5.24267526684e-13,7.22915342928e-09,22.6582022186,4.90275049738,4888.18266381,54.8120524844,222.750319534,14668.1290931,2818.24782361,50.2905428496,15.1421386905,0.0809341945413,0.00646575082083
0.0141574836371,0.000139898802551,2.18075861148e-11,2.43546069211e-08,9.31983525268e-12,1.4348728462e-11,9.1038028655e-06,4.28600321473e-08,7.02028983273e-13,5.71677648004e-10,60.3093850082,56.4698404371,7297.64547166,41.9097421917,299.596029093,11934.0157831,10103.1777902,67.7134140159,11384.3374551,0.0656649490655,0.00260954009833
